flight_number,departure_station_code,arrival_station_code,scheduled_departure_dtl,entree_product_id,entree_description,entree_code,planned_entree_count,consumed_entree_count
1269,IAX,EWX,30-09-2022,58272,Horchata steel cut oatmeal,OM,1,1
2467,DEX,SMX,04-09-2022,61529,Zatar chicken,C,6,3
362,DEX,BOX,06-09-2022,58019,Belgium waffle,WF,7,0
1119,CUX,SFX,08-09-2022,58109,Chicken breast entree,C,11,6
1181,SAX,DEX,10-09-2022,58019,Belgium waffle,WF,8,4
1739,IAX,LAX,12-09-2022,60987,Impossible Meatball Bowl,V,6,2
723,ORX,FLX,19-09-2022,58019,Belgium waffle,WF,16,3
2252,EWX,MEX,23-09-2022,61360,Brioche cheeseburger,B,1,0
1600,IAX,LAX,27-09-2022,60983,Zatar chicken,C,9,0
406,DEX,CLX,28-09-2022,60987,Impossible Meatball Bowl,V,14,8
406,DEX,CLX,28-09-2022,61360,Brioche cheeseburger,B,4,6
407,DEX,LGX,28-09-2022,60987,Impossible Meatball Bowl,V,7,5
1440,IAX,SJX,29-09-2022,60983,Zatar chicken,C,9,3
2122,ORX,SFX,02-09-2022,60987,Impossible Meatball Bowl,V,6,5
1973,ORX,SFX,13-09-2022,60983,Zatar chicken,C,12,5
1065,MEX,EWX,18-09-2022,58105,Protein egg entree,O,7,7
333,PDX,ORX,20-09-2022,58981,Scrambled eggs,O,20,10
1067,MEX,EWX,01-09-2022,58106,Savory breakfast entree,BR,5,2
784,LAX,IAX,01-09-2022,61360,Brioche cheeseburger,B,2,0
1169,SFX,YYX,13-09-2022,61360,Brioche cheeseburger,B,10,0
1288,SFX,BOX,13-09-2022,60987,Impossible Meatball Bowl,V,16,4
1067,MEX,EWX,15-09-2022,53154,Vegetarian entree,VG,1,0
362,DEX,BOX,19-09-2022,58563,Tomato and kale baked egg,E,3,0
1920,IAX,CZX,20-09-2022,60983,Zatar chicken,C,14,10
1824,SFX,DEX,21-09-2022,61360,Brioche cheeseburger,B,2,0
1042,SAX,ORX,22-09-2022,60987,Impossible Meatball Bowl,V,6,5
347,ORX,SNX,26-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
792,BZX,ORX,27-09-2022,61530,Impossible Meatball Bowl,V,5,0
2277,IAX,LAX,29-09-2022,60987,Impossible Meatball Bowl,V,6,6
1472,EWX,SDX,06-09-2022,60983,Zatar chicken,C,12,7
1716,MCX,ORX,07-09-2022,60983,Zatar chicken,C,20,0
1419,DEX,MIX,08-09-2022,58766,Gingerbread French Toast,FT,2,0
286,ORX,SNX,16-09-2022,58981,Scrambled eggs,O,8,8
2003,SFX,IAX,17-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
1021,IAX,CUX,21-09-2022,58764,Mediterranean Falafel Bowl,FB,1,1
632,IAX,BWX,23-09-2022,58019,Belgium waffle,WF,16,4
1761,IAX,RDX,24-09-2022,61529,Zatar chicken,C,5,4
2408,ORX,FLX,25-09-2022,61530,Impossible Meatball Bowl,V,4,0
2292,IAX,MCX,26-09-2022,58019,Belgium waffle,WF,10,0
1183,DEX,SMX,27-09-2022,61530,Impossible Meatball Bowl,V,2,0
1403,DEX,CVX,02-09-2022,58981,Scrambled eggs,O,7,0
2384,PHX,DEX,04-09-2022,61524,Scrambled eggs,O,6,6
1884,IAX,LAX,06-09-2022,58019,Belgium waffle,WF,14,10
2449,EWX,MIX,07-09-2022,60549,Vegetarian chili and polenta cake,V,1,1
2046,DEX,TPX,08-09-2022,58019,Belgium waffle,WF,10,3
728,PTX,EWX,11-09-2022,58105,Protein egg entree,O,22,16
2283,SAX,IAX,12-09-2022,60983,Zatar chicken,C,24,7
1599,ORX,IAX,03-09-2022,61360,Brioche cheeseburger,B,3,0
2100,ORX,SFX,03-09-2022,60983,Zatar chicken,C,12,9
2175,YYX,ORX,05-09-2022,45341,Spinach and cheese canneloni,P,5,5
716,IAX,ORX,05-09-2022,60987,Impossible Meatball Bowl,V,9,0
794,RNX,DEX,06-09-2022,58090,Classic selection cheese tray,O,16,0
2637,CLX,MCX,06-09-2022,58981,Scrambled eggs,O,8,0
1102,DEX,LAX,06-09-2022,61530,Impossible Meatball Bowl,V,4,2
1934,SNX,ORX,08-09-2022,58981,Scrambled eggs,O,16,8
673,DEX,IAX,10-09-2022,60987,Impossible Meatball Bowl,V,5,0
2377,LAX,DEX,05-09-2022,58981,Scrambled eggs,O,9,7
2680,DEX,ORX,02-09-2022,58019,Belgium waffle,WF,8,7
1580,MSX,SFX,04-09-2022,61530,Impossible Meatball Bowl,V,5,3
2650,ORX,LAX,04-09-2022,60987,Impossible Meatball Bowl,V,20,8
1070,LAX,ORX,04-09-2022,61360,Brioche cheeseburger,B,1,0
2622,IAX,SFX,06-09-2022,61360,Brioche cheeseburger,B,1,0
372,LAX,DEX,10-09-2022,58981,Scrambled eggs,O,14,0
1715,LAX,IAX,12-09-2022,60983,Zatar chicken,C,12,0
1737,DEX,OGX,12-09-2022,58676,Butternut squash schnitzel,V,8,8
1416,DEX,IAX,12-09-2022,58981,Scrambled eggs,O,8,8
1178,DEX,ATX,02-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
2037,SJX,EWX,04-09-2022,58109,Chicken breast entree,C,24,0
1042,SAX,ORX,08-09-2022,60987,Impossible Meatball Bowl,V,6,0
1063,LAX,ORX,11-09-2022,60987,Impossible Meatball Bowl,V,8,0
2347,SFX,DFX,14-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
710,EWX,FLX,15-09-2022,58766,Gingerbread French Toast,FT,1,0
2667,DEX,SNX,16-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
2374,LAX,KOX,16-09-2022,58049,Cinnamon French toast,FT,8,0
234,DEX,SFX,19-09-2022,60983,Zatar chicken,C,10,10
1169,SFX,YYX,20-09-2022,61360,Brioche cheeseburger,B,4,0
793,LAX,EWX,21-09-2022,50950,Butternut squash ravioli,P,10,8
1562,DEX,SFX,25-09-2022,61360,Brioche cheeseburger,B,12,0
504,IAX,ORX,27-09-2022,60987,Impossible Meatball Bowl,V,22,0
1979,DEX,CVX,28-09-2022,58981,Scrambled eggs,O,5,4
2679,ORX,SFX,03-09-2022,58019,Belgium waffle,WF,6,0
1487,LIX,IAX,04-09-2022,58110,Vegetarian entree,V,6,6
2166,EWX,IAX,05-09-2022,58981,Scrambled eggs,O,18,4
1068,ORX,LAX,05-09-2022,61360,Brioche cheeseburger,B,3,0
1609,SEX,ORX,06-09-2022,60983,Zatar chicken,C,12,9
2456,ORX,JAX,19-09-2022,61530,Impossible Meatball Bowl,V,4,3
2243,ORX,LAX,21-09-2022,58563,Tomato and kale baked egg,E,12,6
2441,ORX,AUX,22-09-2022,61360,Brioche cheeseburger,B,3,0
1155,IAX,CUX,04-09-2022,58563,Tomato and kale baked egg,E,2,1
1445,SFX,IAX,05-09-2022,60983,Zatar chicken,C,11,9
1237,EWX,PHX,07-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
1155,IAX,CUX,07-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
1535,LAX,EWX,08-09-2022,58019,Belgium waffle,WF,14,4
1475,SFX,ORX,08-09-2022,61524,Scrambled eggs,O,7,5
1829,MCX,ORX,12-09-2022,60983,Zatar chicken,C,14,12
1930,EWX,MCX,13-09-2022,60987,Impossible Meatball Bowl,V,8,0
2170,ORX,SFX,13-09-2022,60983,Zatar chicken,C,17,12
1198,PBX,EWX,13-09-2022,60987,Impossible Meatball Bowl,V,6,0
1928,SFX,ORX,14-09-2022,58272,Horchata steel cut oatmeal,OM,3,3
2243,ORX,LAX,16-09-2022,58272,Horchata steel cut oatmeal,OM,4,4
2125,MSX,DEX,18-09-2022,61530,Impossible Meatball Bowl,V,5,1
1477,DEX,RIX,20-09-2022,58574,Belgium waffle,WF,2,0
1500,EWX,LAX,20-09-2022,61945,Monterey jack and red pepper egg white bites,E,31,17
2643,ORX,COX,04-09-2022,61530,Impossible Meatball Bowl,V,4,0
1569,ORX,SFX,04-09-2022,58563,Tomato and kale baked egg,E,2,0
1587,DEX,LGX,04-09-2022,58981,Scrambled eggs,O,7,0
772,DEX,BNX,13-09-2022,61360,Brioche cheeseburger,B,3,0
1898,LAX,ORX,14-09-2022,60987,Impossible Meatball Bowl,V,5,2
2031,DEX,CUX,15-09-2022,58981,Scrambled eggs,O,9,9
2290,ORX,PDX,21-09-2022,58574,Belgium waffle,WF,4,0
765,DEX,BOX,06-09-2022,60983,Zatar chicken,C,6,0
2460,SMX,DEX,09-09-2022,58019,Belgium waffle,WF,20,5
330,DEX,BNX,10-09-2022,61360,Brioche cheeseburger,B,2,0
2300,LAX,IAX,11-09-2022,60987,Impossible Meatball Bowl,V,8,3
657,ORX,BOX,12-09-2022,60983,Zatar chicken,C,12,0
2390,ORX,RSX,18-09-2022,60983,Zatar chicken,C,7,0
497,DEX,MSX,19-09-2022,61360,Brioche cheeseburger,B,2,0
1498,SFX,IAX,21-09-2022,61530,Impossible Meatball Bowl,V,4,0
2415,DEX,SBX,28-09-2022,61530,Impossible Meatball Bowl,V,3,2
1990,IAX,ORX,28-09-2022,61360,Brioche cheeseburger,B,4,2
1793,ORX,SAX,30-09-2022,58574,Belgium waffle,WF,4,3
2661,EWX,DEX,16-09-2022,60549,Vegetarian chili and polenta cake,V,2,0
1155,IAX,CUX,19-09-2022,58563,Tomato and kale baked egg,E,4,0
549,BWX,DEX,20-09-2022,58981,Scrambled eggs,O,10,0
497,DEX,MSX,20-09-2022,61360,Brioche cheeseburger,B,2,0
4716,DEX,BHX,20-09-2022,60985,Zatar chicken,C,7,1
1408,IAX,LAX,22-09-2022,58563,Tomato and kale baked egg,E,1,0
1836,EWX,MSX,29-09-2022,61529,Zatar chicken,C,7,0
6185,IAX,PIX,06-09-2022,60985,Zatar chicken,C,7,5
1670,PUX,IAX,10-09-2022,60983,Zatar chicken,C,12,12
2271,DEX,SMX,03-09-2022,61530,Impossible Meatball Bowl,V,3,2
718,IAX,DEX,03-09-2022,61360,Brioche cheeseburger,B,1,0
1516,SNX,EWX,04-09-2022,60983,Zatar chicken,C,7,5
2405,EWX,SDX,05-09-2022,60987,Impossible Meatball Bowl,V,8,0
784,LAX,IAX,05-09-2022,61360,Brioche cheeseburger,B,1,0
1738,LAX,AUX,07-09-2022,60987,Impossible Meatball Bowl,V,5,0
2349,ORX,PDX,01-09-2022,60983,Zatar chicken,C,6,0
633,IAX,LAX,02-09-2022,58764,Mediterranean Falafel Bowl,FB,2,0
1419,DEX,MIX,03-09-2022,58981,Scrambled eggs,O,7,7
2422,MCX,ORX,08-09-2022,58981,Scrambled eggs,O,8,5
1112,SFX,LIX,08-09-2022,57484,Tomato and kale baked egg,E,7,0
204,ORX,LAX,09-09-2022,58563,Tomato and kale baked egg,E,8,4
544,IAX,MCX,12-09-2022,60983,Zatar chicken,C,11,11
2387,FLX,ORX,13-09-2022,60987,Impossible Meatball Bowl,V,8,0
2464,ORX,MCX,14-09-2022,60983,Zatar chicken,C,10,6
1931,MIX,EWX,14-09-2022,60983,Zatar chicken,C,10,8
1690,TPX,DEX,15-09-2022,60983,Zatar chicken,C,12,12
2665,ORX,SMX,16-09-2022,61360,Brioche cheeseburger,B,1,0
1094,DEX,LAX,25-09-2022,58019,Belgium waffle,WF,7,0
1249,EWX,AUX,30-09-2022,61529,Zatar chicken,C,5,2
1149,PDX,DEX,30-09-2022,60987,Impossible Meatball Bowl,V,6,4
1843,IAX,DEX,07-09-2022,61360,Brioche cheeseburger,B,3,0
618,DEX,ORX,19-09-2022,58764,Mediterranean Falafel Bowl,V,1,1
1916,IAX,LGX,25-09-2022,58981,Scrambled eggs,O,6,0
1893,DEX,BOX,02-09-2022,61360,Brioche cheeseburger,B,1,0
2054,IAX,DEX,03-09-2022,58019,Belgium waffle,WF,6,3
1752,IAX,GUX,03-09-2022,58981,Scrambled eggs,O,16,5
1110,DEX,FAX,04-09-2022,61529,Zatar chicken,C,6,5
2484,ORX,PDX,08-09-2022,58766,Gingerbread French Toast,FT,2,0
754,SFX,ATX,10-09-2022,61529,Zatar chicken,C,6,5
316,FLX,IAX,16-09-2022,60987,Impossible Meatball Bowl,V,6,0
347,ORX,SNX,18-09-2022,58574,Belgium waffle,WF,5,5
522,JFX,SFX,15-09-2022,58488,Tapas,O2,8,8
2213,IAX,SEX,23-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
2303,ORX,BOX,23-09-2022,58019,Belgium waffle,WF,8,0
524,JFX,SFX,24-09-2022,58488,Tapas,O2,8,8
2380,SEX,IAX,26-09-2022,61530,Impossible Meatball Bowl,V,5,0
2373,LGX,IAX,27-09-2022,58981,Scrambled eggs,O,8,0
252,BWX,LAX,13-09-2022,58981,Scrambled eggs,O,8,2
514,DEX,PHX,15-09-2022,58574,Belgium waffle,WF,3,0
1468,DEX,EWX,15-09-2022,61360,Brioche cheeseburger,B,1,0
399,EWX,TPX,19-09-2022,60983,Zatar chicken,C,9,0
700,DEX,IAX,26-09-2022,60983,Zatar chicken,C,17,16
2453,ORX,RNX,03-09-2022,61360,Brioche cheeseburger,B,2,0
1078,CMX,DEX,05-09-2022,60983,Zatar chicken,C,10,9
2665,ORX,SMX,07-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
769,ORX,DFX,16-09-2022,61530,Impossible Meatball Bowl,V,3,0
1460,POX,IAX,19-09-2022,58110,Vegetarian entree,V,6,6
2148,MIX,EWX,16-09-2022,60983,Zatar chicken,C,10,5
412,SFX,DEX,20-09-2022,58563,Tomato and kale baked egg,E,4,0
2358,SFX,IAX,26-09-2022,58981,Scrambled eggs,O,10,0
2358,SFX,IAX,26-09-2022,58563,Tomato and kale baked egg,E,1,0
548,IAX,SFX,27-09-2022,58563,Tomato and kale baked egg,E,1,1
2122,IAX,ORX,01-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
2271,DEX,SMX,01-09-2022,61530,Impossible Meatball Bowl,V,5,5
1991,EWX,PDX,08-09-2022,58563,Tomato and kale baked egg,E,8,4
2477,SAX,DEX,11-09-2022,58019,Belgium waffle,WF,10,10
1641,SFX,ORX,13-09-2022,61360,Brioche cheeseburger,B,4,0
780,BOX,IAX,17-09-2022,60987,Impossible Meatball Bowl,V,6,0
1133,CUX,DEX,17-09-2022,58109,Chicken breast entree,C,12,12
2407,ORX,LAX,27-09-2022,60983,Zatar chicken,C,20,10
2154,DEX,SNX,28-09-2022,61529,Zatar chicken,C,6,0
2280,LAX,ORX,29-09-2022,60987,Impossible Meatball Bowl,V,8,8
1437,ORX,IAX,24-09-2022,60987,Impossible Meatball Bowl,V,7,3
1034,PTX,IAX,25-09-2022,58109,Chicken breast entree,C,12,12
1816,EWX,MSX,30-09-2022,61524,Scrambled eggs,O,7,6
2411,LAX,IAX,30-09-2022,61360,Brioche cheeseburger,B,4,0
1426,PHX,EWX,30-09-2022,60987,Impossible Meatball Bowl,V,8,0
2666,ORX,IAX,29-09-2022,61360,Brioche cheeseburger,B,2,1
1872,IAX,PHX,14-09-2022,61529,Zatar chicken,C,7,6
1681,LAX,IAX,25-09-2022,61360,Brioche cheeseburger,B,1,0
639,MCX,ORX,25-09-2022,58019,Belgium waffle,WF,12,9
2324,ORX,MCX,26-09-2022,58766,Gingerbread French Toast,FT,2,0
323,DCX,IAX,30-09-2022,61529,Zatar chicken,C,7,6
2154,DEX,SNX,09-09-2022,60549,Vegetarian chili and polenta cake,V,2,0
2334,ORX,SFX,15-09-2022,58981,Scrambled eggs,O,16,19
2295,EWX,LAX,18-09-2022,61360,Brioche cheeseburger,B,4,0
1426,MKX,DEX,19-09-2022,60987,Impossible Meatball Bowl,V,6,0
722,EWX,MCX,27-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
727,DEX,CMX,24-09-2022,60983,Zatar chicken,C,8,5
2034,SFX,ORX,25-09-2022,60987,Impossible Meatball Bowl,V,9,5
2605,EWX,SAX,29-09-2022,60987,Impossible Meatball Bowl,V,2,0
2181,DEX,SFX,30-09-2022,58766,Gingerbread French Toast,FT,2,2
2093,SEX,EWX,29-09-2022,60987,Impossible Meatball Bowl,V,6,0
633,IAX,LAX,25-09-2022,60987,Impossible Meatball Bowl,V,5,0
775,EWX,MCX,26-09-2022,61360,Brioche cheeseburger,B,12,0
2005,DFX,ORX,28-09-2022,60983,Zatar chicken,C,7,6
1250,EWX,PHX,29-09-2022,60549,Vegetarian chili and polenta cake,V,4,0
1141,IAX,TPX,23-09-2022,60987,Impossible Meatball Bowl,V,8,5
795,EWX,SAX,24-09-2022,58019,Belgium waffle,WF,5,3
1865,DEX,IAX,23-09-2022,58766,Gingerbread French Toast,FT,2,1
1738,LAX,AUX,23-09-2022,60549,Vegetarian chili and polenta cake,V,1,1
1048,DEX,FAX,23-09-2022,61360,Brioche cheeseburger,B,4,3
445,MSX,IAX,28-09-2022,60983,Zatar chicken,C,9,10
2326,SAX,ORX,07-09-2022,60987,Impossible Meatball Bowl,V,8,0
1636,LAX,IAX,10-09-2022,61360,Brioche cheeseburger,B,1,0
2464,ORX,MCX,18-09-2022,61360,Brioche cheeseburger,B,2,0
2407,ORX,LAX,10-09-2022,60983,Zatar chicken,C,11,7
2328,ORX,SFX,13-09-2022,60987,Impossible Meatball Bowl,V,9,0
332,BOX,ORX,21-09-2022,61529,Zatar chicken,C,7,7
1603,MCX,DEX,03-09-2022,60983,Zatar chicken,C,12,0
781,IAX,LAX,06-09-2022,60987,Impossible Meatball Bowl,V,5,0
648,BOX,DEX,08-09-2022,58019,Belgium waffle,WF,10,0
677,EWX,AUX,08-09-2022,60987,Impossible Meatball Bowl,V,7,4
362,DEX,BOX,10-09-2022,58981,Scrambled eggs,O,9,9
1903,IAX,GUX,23-09-2022,60987,Impossible Meatball Bowl,V,6,0
2642,SAX,EWX,13-09-2022,56490,Kosher Meal,KS,2,1
2674,DEX,ORX,18-09-2022,58563,Tomato and kale baked egg,E,2,0
2117,IAX,SFX,03-09-2022,60983,Zatar chicken,C,12,9
1237,EWX,PHX,15-09-2022,58019,Belgium waffle,WF,6,5
2358,SFX,IAX,26-09-2022,58019,Belgium waffle,WF,9,0
2109,EWX,SAX,07-09-2022,58981,Scrambled eggs,O,8,6
1081,EWX,SJX,30-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
1715,LAX,IAX,23-09-2022,60987,Impossible Meatball Bowl,V,8,0
1513,IAX,LIX,24-09-2022,58766,Gingerbread French Toast,FT,3,0
684,DEX,SFX,27-09-2022,60983,Zatar chicken,C,12,8
524,JFX,SFX,14-09-2022,54076,Cacio e Pepe ravioli,P,5,3
2455,TPX,DEX,16-09-2022,58019,Belgium waffle,WF,8,5
2277,IAX,LAX,26-09-2022,61360,Brioche cheeseburger,B,3,0
2366,SJX,ORX,30-09-2022,58019,Belgium waffle,WF,10,3
1691,EWX,MIX,30-09-2022,61529,Zatar chicken,C,7,3
2484,ORX,PDX,21-09-2022,58019,Belgium waffle,WF,5,0
6077,DFX,IAX,29-09-2022,57994,Classic selection cheese tray,O,12,7
1526,EWX,LAX,30-09-2022,61360,Brioche cheeseburger,B,8,0
1814,IAX,LAX,30-09-2022,61360,Brioche cheeseburger,B,3,0
1067,MEX,EWX,26-09-2022,58106,Savory breakfast entree,BR,5,1
1682,SFX,CMX,25-09-2022,58764,Mediterranean Falafel Bowl,FB,2,0
1043,EWX,AUX,01-09-2022,60983,Zatar chicken,C,11,11
1973,ORX,SFX,06-09-2022,58764,Mediterranean Falafel Bowl,V,3,0
1544,SEX,DEX,08-09-2022,60987,Impossible Meatball Bowl,V,6,4
2253,MEX,EWX,10-09-2022,58109,Chicken breast entree,C,7,7
2261,SMX,ORX,11-09-2022,58019,Belgium waffle,WF,20,4
1452,DEX,MCX,13-09-2022,58019,Belgium waffle,WF,9,0
1737,DEX,OGX,13-09-2022,58490,Teriyaki chicken,B,10,10
2051,SFX,DEX,14-09-2022,60987,Impossible Meatball Bowl,V,7,0
1107,DEX,INX,15-09-2022,60987,Impossible Meatball Bowl,V,7,5
287,CLX,DEX,18-09-2022,60983,Zatar chicken,C,20,10
1788,SFX,DEX,21-09-2022,58019,Belgium waffle,WF,14,0
1049,EWX,CUX,24-09-2022,58981,Scrambled eggs,O,24,24
651,ORX,EUX,04-09-2022,61529,Zatar chicken,C,6,4
2252,EWX,MEX,08-09-2022,61360,Brioche cheeseburger,B,1,0
743,IAX,DFX,09-09-2022,61524,Scrambled eggs,O,5,0
2138,ORX,SLX,01-09-2022,58981,Scrambled eggs,O,10,8
1699,ORX,PDX,01-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
1500,EWX,LAX,06-09-2022,56449,Kosher Meal,KS,1,0
373,HNX,SFX,08-09-2022,57484,Tomato and kale baked egg,E,22,22
315,DEX,TPX,11-09-2022,61360,Brioche cheeseburger,B,3,0
563,DEX,SNX,11-09-2022,58764,Mediterranean Falafel Bowl,V,2,0
2439,PBX,EWX,07-09-2022,61530,Impossible Meatball Bowl,V,5,1
2653,SFX,BOX,07-09-2022,15594,Vegetarian entree,VG,1,1
495,SNX,EWX,07-09-2022,58981,Scrambled eggs,O,6,0
2627,SFX,IAX,03-09-2022,60987,Impossible Meatball Bowl,V,6,5
1679,DEX,GRX,03-09-2022,60983,Zatar chicken,C,9,0
1624,SBX,DEX,07-09-2022,60987,Impossible Meatball Bowl,V,6,6
2213,IAX,SEX,10-09-2022,61360,Brioche cheeseburger,B,3,0
605,DEX,SYX,22-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
1937,IAX,MSX,23-09-2022,61360,Brioche cheeseburger,B,2,0
2610,LAX,BOX,01-09-2022,58019,Belgium waffle,WF,14,0
2408,ORX,FLX,02-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
2680,DEX,ORX,03-09-2022,58019,Belgium waffle,WF,7,0
1896,IAX,PHX,03-09-2022,58563,Tomato and kale baked egg,E,2,0
1442,IAX,SAX,06-09-2022,58981,Scrambled eggs,O,14,10
1525,IAX,EWX,01-09-2022,58981,Scrambled eggs,O,15,0
1207,SFX,DFX,05-09-2022,61530,Impossible Meatball Bowl,V,5,0
453,SFX,ORX,13-09-2022,58981,Scrambled eggs,O,30,30
1764,SFX,AUX,29-09-2022,60983,Zatar chicken,C,10,9
2667,DEX,SNX,30-09-2022,58563,Tomato and kale baked eggwhite pastry with fire ro,E,2,5
753,IAX,DEX,11-09-2022,60983,Zatar chicken,C,12,6
2430,ORX,BOX,14-09-2022,58766,Gingerbread French Toast,FT,1,0
1222,HNX,LAX,20-09-2022,58049,Cinnamon French toast,FT,4,0
465,DEX,BUX,22-09-2022,60983,Zatar chicken,C,10,7
1538,ORX,DEX,22-09-2022,58764,Mediterranean Falafel Bowl,FB,2,0
1446,IAX,LAX,23-09-2022,61529,Zatar chicken,C,6,0
2154,DEX,SNX,24-09-2022,61530,Impossible Meatball Bowl,V,2,0
2031,DEX,CUX,29-09-2022,58766,Gingerbread French Toast,FT,2,0
1146,SFX,CUX,04-09-2022,60983,Zatar chicken,C,22,12
1993,PHX,EWX,05-09-2022,61524,Scrambled eggs,O,6,0
2051,SFX,DEX,06-09-2022,61360,Brioche cheeseburger,B,4,0
1723,OGX,SFX,17-09-2022,32847,Gluten-free Meal,GF,2,1
1680,SFX,CUX,22-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
2198,IAX,PDX,23-09-2022,60983,Zatar chicken,C,9,7
362,DEX,BOX,24-09-2022,58019,Belgium waffle,WF,7,7
779,DEX,PDX,27-09-2022,58019,Belgium waffle,WF,7,0
499,DEX,PDX,28-09-2022,61360,Brioche cheeseburger,B,4,2
1021,IAX,CUX,01-09-2022,60987,Impossible Meatball Bowl,V,5,3
2357,SFX,AUX,01-09-2022,58764,Mediterranean Falafel Bowl,FB,1,0
1868,CZX,IAX,13-09-2022,60987,Impossible Meatball Bowl,V,6,0
6064,CHX,IAX,15-09-2022,57994,Classic selection cheese tray,O,12,8
1729,SFX,CLX,17-09-2022,60983,Zatar chicken,C,8,8
1974,EWX,IAX,22-09-2022,60987,Impossible Meatball Bowl,V,12,0
2128,DEX,ATX,27-09-2022,61360,Brioche cheeseburger,B,1,0
1931,ORX,MIX,01-09-2022,61530,Impossible Meatball Bowl,V,5,5
1975,ORX,LAX,01-09-2022,60549,Vegetarian chili and polenta cake,V,2,0
2092,ORX,SEX,01-09-2022,58764,Mediterranean Falafel Bowl,FB,2,0
1144,EWX,DEX,01-09-2022,61360,Brioche cheeseburger,B,1,0
394,BWX,DEX,14-09-2022,60983,Zatar chicken,C,20,20
2067,ORX,SAX,15-09-2022,58563,Tomato and kale baked egg,E,1,0
469,LAX,EWX,17-09-2022,60987,Impossible Meatball Bowl,V,8,0
1709,DEX,PVX,18-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
293,EWX,SEX,18-09-2022,61360,Brioche cheeseburger,B,2,0
184,GUX,MNX,19-09-2022,40980,Grilled chicken breast,C,6,0
1141,IAX,TPX,19-09-2022,61360,Brioche cheeseburger,B,1,0
1634,IAX,ORX,23-09-2022,60987,Impossible Meatball Bowl,V,6,2
347,ORX,SNX,23-09-2022,58574,Belgium waffle,WF,2,1
1199,ORX,CUX,24-09-2022,58019,Belgium waffle,WF,12,6
2667,DEX,SNX,26-09-2022,58981,Scrambled eggs,O,8,0
1894,IAX,SFX,27-09-2022,60987,Impossible Meatball Bowl,V,6,8
2433,DEX,GRX,28-09-2022,60987,Impossible Meatball Bowl,V,12,5
2240,DEX,SFX,28-09-2022,61360,Brioche cheeseburger,B,1,0
2667,DEX,SNX,29-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
2164,ORX,LAX,05-09-2022,58766,Gingerbread French Toast,FT,2,0
1955,SFX,DCX,05-09-2022,58563,Tomato and kale baked egg,E,4,2
2019,LAX,TPX,05-09-2022,61360,Brioche cheeseburger,B,2,0
1095,DEX,YYX,05-09-2022,60983,Zatar chicken,C,14,14
2391,LAX,IAX,09-09-2022,60987,Impossible Meatball Bowl,V,10,3
2188,SFX,BOX,10-09-2022,58766,Gingerbread French Toast,FT,1,0
2193,ORX,SNX,11-09-2022,60983,Zatar chicken,C,7,0
2305,PDX,IAX,15-09-2022,58019,Belgium waffle,WF,10,0
2288,ORX,SMX,16-09-2022,58563,Tomato and kale baked egg,E,8,4
2116,DEX,RNX,17-09-2022,58764,Mediterranean Falafel Bowl,V,2,2
1898,LAX,ORX,19-09-2022,58764,Mediterranean Falafel Bowl,V,2,0
1112,SFX,LIX,04-09-2022,58272,Horchata steel cut oatmeal,OM,3,0
1977,IAX,SAX,05-09-2022,60987,Impossible Meatball Bowl,V,7,0
2160,IAX,IAX,05-09-2022,61530,Impossible Meatball Bowl,V,4,4
2665,ORX,SMX,13-09-2022,61529,Zatar chicken,C,7,4
1299,ORX,GEX,13-09-2022,61529,Zatar chicken,C,6,5
1174,SJX,EWX,15-09-2022,58110,Vegetarian entree,V,16,0
1888,DEX,BDX,15-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
1597,DEX,ATX,27-09-2022,60983,Zatar chicken,C,16,8
1019,IAX,CUX,28-09-2022,60987,Impossible Meatball Bowl,V,7,0
751,YYX,IAX,08-09-2022,45341,Spinach and cheese canneloni,P,8,0
1568,MEX,IAX,10-09-2022,58106,Savory breakfast entree,BR,5,0
708,IAX,SJX,11-09-2022,61529,Zatar chicken,C,7,7
399,EWX,TPX,13-09-2022,60983,Zatar chicken,C,7,2
2356,PHX,IAX,02-09-2022,61530,Impossible Meatball Bowl,V,5,0
1021,IAX,CUX,02-09-2022,58764,Mediterranean Falafel Bowl,FB,2,2
1898,LAX,ORX,04-09-2022,60987,Impossible Meatball Bowl,V,12,6
1589,FLX,ORX,07-09-2022,60987,Impossible Meatball Bowl,V,16,8
2282,CVX,IAX,07-09-2022,61529,Zatar chicken,C,7,0
